lat,lon,year,day,location
72.77175,-141.39899,1993,1,WesternArctic
73.05275,-142.59476,1993,1,WesternArctic
73.3255,-143.82974,1993,1,WesternArctic
70.25399999999999,-131.27875,1993,1,WesternArctic
70.59575,-132.16125,1993,1,WesternArctic
70.93200999999998,-133.07501000000002,1993,1,WesternArctic
71.263245,-134.02051,1993,1,WesternArctic
71.58925,-135.0,1993,1,WesternArctic
71.90925,-136.014,1993,1,WesternArctic
72.22325,-137.06375,1993,1,WesternArctic
72.53075,-138.15076000000002,1993,1,WesternArctic
72.83175,-139.27576000000002,1993,1,WesternArctic
73.12601,-140.44025,1993,1,WesternArctic
73.4125,-141.64551,1993,1,WesternArctic
73.69124599999998,-142.89175,1993,1,WesternArctic
70.20175,-129.42801,1993,1,WesternArctic
70.553,-130.2755,1993,1,WesternArctic
70.89975,-131.15425,1993,1,WesternArctic
71.24126,-132.06423999999998,1993,1,WesternArctic
71.578,-133.00775,1993,1,WesternArctic
71.90925,-133.986,1993,1,WesternArctic
72.23524499999998,-135.0,1993,1,WesternArctic
72.55450400000002,-136.05151,1993,1,WesternArctic
72.868,-137.14075,1993,1,WesternArctic
73.17474,-138.27051,1993,1,WesternArctic
73.47475,-139.4415,1993,1,WesternArctic
73.76725,-140.6545,1993,1,WesternArctic
74.05174,-141.91125,1993,1,WesternArctic
70.48899999999998,-128.40024,1993,1,WesternArctic
70.8455,-129.24174,1993,1,WesternArctic
71.19749499999998,-130.11475,1993,1,WesternArctic
71.544495,-131.02075,1993,1,WesternArctic
71.88675,-131.96051,1993,1,WesternArctic
72.22325,-132.93625,1993,1,WesternArctic
72.5545,-133.9485,1993,1,WesternArctic
72.88025,-135.0,1993,1,WesternArctic
73.1995,-136.09149,1993,1,WesternArctic
73.51175,-137.224,1993,1,WesternArctic
73.818,-138.4,1993,1,WesternArctic
74.1165,-139.62,1993,1,WesternArctic
74.40775,-140.886,1993,1,WesternArctic
70.035,-125.7645,1993,1,WesternArctic
70.4045,-126.53875,1993,1,WesternArctic
70.770004,-127.34225500000001,1993,1,WesternArctic
71.13125,-128.1765,1993,1,WesternArctic
71.48825,-129.04276000000002,1993,1,WesternArctic
71.84075,-129.94275,1993,1,WesternArctic
72.18875,-130.87775,1993,1,WesternArctic
72.53075,-131.8495,1993,1,WesternArctic
72.868,-132.85925,1993,1,WesternArctic
73.1995,-133.9085,1993,1,WesternArctic
73.5245,-135.0,1993,1,WesternArctic
73.8435,-136.13425,1993,1,WesternArctic
74.155754,-137.31375,1993,1,WesternArctic
74.46025,-138.53976,1993,1,WesternArctic
74.758,-139.81375,1993,1,WesternArctic
69.53924599999999,-123.25,1993,1,WesternArctic
69.92100500000001,-123.959,1993,1,WesternArctic
70.298996,-124.695,1993,1,WesternArctic
70.67325,-125.45975,1993,1,WesternArctic
71.04375,-126.25399999999999,1993,1,WesternArctic
71.4105,-127.0795,1993,1,WesternArctic
71.77275,-127.9375,1993,1,WesternArctic
72.13075,-128.83,1993,1,WesternArctic
72.48375,-129.75826,1993,1,WesternArctic
72.83175,-130.72423999999998,1993,1,WesternArctic
73.17475,-131.72949,1993,1,WesternArctic
73.51175,-132.776,1993,1,WesternArctic
73.8435,-133.86575,1993,1,WesternArctic
74.1685,-135.0,1993,1,WesternArctic
74.487,-136.18124,1993,1,WesternArctic
74.7985,-137.41125,1993,1,WesternArctic
75.10225,-138.691,1993,1,WesternArctic
70.173004,-122.87275,1993,1,WesternArctic
70.555504,-123.5975,1993,1,WesternArctic
70.935,-124.351,1993,1,WesternArctic
71.310745,-125.134,1993,1,WesternArctic
71.68200999999998,-125.949005,1993,1,WesternArctic
72.04974,-126.79775,1993,1,WesternArctic
72.41275,-127.681,1993,1,WesternArctic
72.77175,-128.60101,1993,1,WesternArctic
73.126,-129.55973999999998,1993,1,WesternArctic
73.47475,-130.5585,1993,1,WesternArctic
73.81799000000002,-131.60025,1993,1,WesternArctic
